sepal_length,sepal_width,petal_length,petal_width,species
4.975198461218675,3.5378896540787252,1.560910541284734,0.3063325214139001,setosa
4.981254606472519,3.025257020687249,1.5100548405227219,0.14634846349457287,setosa
4.632767042601105,3.307815668368846,1.3919164928408811,0.14058446989828022,setosa
4.742374695491463,3.0939847742274127,1.3771676045516026,0.11665671048351081,setosa
5.132253793077943,3.5391315598133466,1.3978829240766268,0.26460945993660023,setosa
5.26026767434018,3.8393634712383524,1.8606946470129795,0.24936518680665598,setosa
4.695925926670126,3.638013051038304,1.4145178372897267,0.42413633258521977,setosa
5.146359401586304,3.412995833367951,1.2929622331446378,0.2961903827288631,setosa
4.507370173454551,2.7074960950409137,1.2734560522959786,0.2646400701668822,setosa
4.898964876965572,3.175208066762525,1.4587434648592645,-0.034937598211708915,setosa
5.3901329044536626,3.5109629754621348,1.3235401771677302,0.1869623287620698,setosa
5.029968691599666,3.563668303393711,1.5579792624933262,0.1647435873067996,setosa
4.7154033920532195,3.0743795896484367,1.4314088320140061,0.10411750767300533,setosa
4.332506747270095,3.1470143796313748,0.9632359574377918,0.12524755871338103,setosa
5.907212780758268,3.920403464685519,1.2271513786756099,0.00446474958936699,setosa
5.769885383116314,4.225698659605187,1.420566247957042,0.3831451662210768,setosa
5.4280648439181105,3.9267577499774213,1.313602013455178,0.3773681590785115,setosa
5.171067901187369,3.633165760244428,1.4955677012810589,0.1903612371612196,setosa
5.699186193431226,3.8856884290382494,1.8290409444815796,0.33325057621034193,setosa
5.127720972562748,3.7539986881509555,1.524587703660812,0.3485607112091571,setosa
5.309591748463677,3.4166380966917145,1.6991590922199145,0.20430938967672593,setosa
4.9114285049302575,3.8241554470439496,1.3299788629998566,0.4279591220303968,setosa
4.695394038258011,3.6911600270084177,1.1475453361035861,0.14450339617506905,setosa
5.038867412757943,3.3559474874086077,1.645261866523007,0.4882081264728838,setosa
4.749146807398569,3.5742388727010534,1.811752609791552,0.09308985224100724,setosa
4.814154151848384,2.966967428489915,1.872265351994602,0.14852643541844246,setosa
4.969756498103723,3.553581112140297,1.56825193553773,0.45482307731737154,setosa
5.279491860585406,3.742690921235845,1.4948574452918395,0.1523897102173492,setosa
5.119074691005351,3.2532996467513544,1.5933600351079296,0.24620304878825283,setosa
4.556455977958708,3.186222454296734,1.4933290428574804,0.1156270809190902,setosa
4.867129566107605,3.1782773944854057,1.630613711573884,0.23719350376710568,setosa
5.291644965744717,3.3466871791458326,1.4877743795136138,0.4561828778131686,setosa
5.251000704500936,4.026226613993786,1.577360008587205,0.17643944773693426,setosa
5.592054487866594,4.251820573329755,1.5319688827991875,0.23219281974617806,setosa
4.771049082863025,3.313599311166762,1.5510242798647644,0.08801660708142675,setosa
4.904700375710527,3.224023146229531,1.0365502868597924,0.057969941467377245,setosa
5.56145891235667,3.6847388709816635,1.2667261951253646,0.26792860420036974,setosa
4.943801499929944,3.0379811436527526,1.427205245049033,-0.02516572843773285,setosa
4.588123788875737,2.9984189415640476,1.3365927612488426,0.15322308844768476,setosa
5.069191364862497,3.4835388772429488,1.5416661519975354,0.19648172430012173,setosa
4.895072621925426,3.5722040689358323,1.3454054139613787,0.10048459670519677,setosa
4.652300528098474,2.3338446331487286,1.1489164384929553,0.26947723255935624,setosa
4.5342630692528925,3.337153725323116,1.4094408307326107,0.059475655433696095,setosa
4.906889647513233,3.572607016047432,1.6847937407995979,0.5354268846952109,setosa
5.0599361896488,3.7917060039034074,1.9534292938806042,0.29332632137356807,setosa
4.663372073367905,2.938068998863828,1.282012823681963,0.3130691241846487,setosa
5.155209207914885,3.6388534182307577,1.6082921290996228,0.049377313791665434,setosa
4.508463137380062,3.263811649912638,1.5634119186763922,0.251134560203192,setosa
5.341366425301939,3.6745038993289683,1.4824142560684264,0.2722256453656139,setosa
4.97393412487971,3.2668566695524817,1.233774468623463,0.07310172245042623,setosa
7.155206155811681,3.3304031620320305,4.599244490716794,1.477717677473657,versicolor
6.4447562987984,3.310315101490289,4.584380468957907,1.6234077153268993,versicolor
7.013492748731692,3.0004900143375037,4.890764733749246,1.6331527568720867,versicolor
5.45663530665207,2.2801309886012686,4.098117570334825,1.4979889196551248,versicolor
6.50358409289981,2.7359037939532107,4.544636739504575,1.438108948514867,versicolor
5.552201924330932,2.7624918643461704,4.624509227383998,1.4088077682796543,versicolor
6.402887339862325,3.3345791520333927,4.738121407043776,1.7441807470171253,versicolor
4.916652492807692,2.6046795757758376,3.3153558426612686,1.08102585006448,versicolor
6.625010580709662,2.863346403776487,4.543477842430538,1.4093039847777582,versicolor
5.148622137473701,2.9104398274076413,3.888971138756897,1.5378336995796715,versicolor
4.904071702680366,1.9910717007660554,3.5832131317340723,0.9789573028872669,versicolor
5.805129289018853,3.137869749453543,4.071318904230824,1.5312702750552287,versicolor
5.770240541875089,2.126652046075753,3.967247025105399,0.9994207799040096,versicolor
6.117125934913868,2.775942458821941,4.607336523708918,1.4606838963089797,versicolor
5.652393018448954,2.8174285981820284,3.4954143787918874,1.0664215687971024,versicolor
6.717747919367177,3.135844905710708,4.3736420515624115,1.3346614420139122,versicolor
5.573587647382205,3.078432999354254,4.2667234473140825,1.5268813692046437,versicolor
5.830045357193013,2.6504362653625684,3.9674777130446186,1.1963227192728303,versicolor
6.340623780794504,2.187698886687799,4.4951908984659905,1.4484398186554672,versicolor
5.6785470706689445,2.577305271494509,3.9578022727959015,0.9893012932153691,versicolor
5.834494924727595,3.1143839565037847,4.700001943817134,1.9369206698620154,versicolor
6.078713247905148,2.897995102532553,4.072946084551384,1.3487181795281962,versicolor
6.187643448926043,2.48017151815938,4.798880548885021,1.5772038497023109,versicolor
6.037783957331736,2.810140383930337,4.748232084740881,1.1662536072956762,versicolor
6.4925459641116365,3.0400304599168404,4.321099075327074,1.3910104003240071,versicolor
6.674482421003723,3.1278972213974137,4.385897852801977,1.3306302918787032,versicolor
6.723344887120639,2.8055974577167504,4.7638559343846945,1.4098955602110734,versicolor
6.767943639241268,3.215271094346033,4.943550104130076,1.7875970862303328,versicolor
5.866041561577392,2.8615099302498415,4.518959542295931,1.6303323448422893,versicolor
6.015656202327932,2.6551655353470345,3.644582068713841,0.8627177628202133,versicolor
5.640880579149615,2.379294934824718,3.767614508493045,1.2134991011394656,versicolor
5.431605609387766,2.395346052831777,3.586300229748486,0.9215189178988257,versicolor
5.823238455235571,2.754227622436116,4.017440770674563,1.396981188249276,versicolor
5.946883713774512,2.8846997457149146,5.049453398376156,1.4435787791572652,versicolor
5.354733801041219,3.0362448734140095,4.421207827514159,1.584400709002607,versicolor
6.092710569491337,3.253437315253064,4.528566283931893,1.880562918959277,versicolor
6.745222477885129,3.03737317182955,4.783428742096527,1.497466043626305,versicolor
6.230233417957652,2.4242700444887073,4.585267581321759,1.2823975521626605,versicolor
5.617863143448102,3.0438199765719616,4.132916883395188,1.5208374822006054,versicolor
5.477485351394967,2.3567119147209388,4.012108683248957,1.4368828677541612,versicolor
5.493433745549098,2.622288262157867,4.322473474449808,1.0467652647613952,versicolor
